InvoiceId;Amount
3;3883
3;3894
3;3905
3;3916
3;3927
3;3938
3;3949
3;3960
3;3971
3;3982
3;3993
3;4004
3;4015
3;4026
3;4037
3;4048
3;4059
3;4070
3;4081
3;4092
3;4103
3;4114
3;4125
3;4136
3;4147
3;4158
3;4169
3;4180
3;4191
3;4202
3;4213
3;4224
3;4235
3;4246
3;4257
3;4268
3;4279
3;4290
3;4301
3;4312
3;4323
3;4334
3;4345
3;4356
3;4367
3;4378
3;4389
3;4400
3;4411
3;4422
3;4433
3;4444
3;4455
3;4466
3;4477
3;4488
3;4499
3;4510
3;4521
3;4532
3;4543
3;4554
3;4565
3;4576
3;4587
3;4598
3;4609
3;4620
3;4631
3;4642
3;4653
3;4664
3;4675
3;4686
3;4697
3;4708
3;4719
3;4730
3;4741
3;4752
3;4763
3;4774
3;4785
3;4796
3;4807
3;4818
3;4829
3;4840
3;4851
3;4862
3;4873
3;4884
3;4895
3;4906
3;4917
3;4928
3;4939
3;4950
3;4961
3;4972
3;4983
3;4994
3;5005
3;5016
3;5027
3;5038
3;5049
3;5060
3;5071
3;5082
3;5093
3;5104
3;5115
3;5126
3;5137
3;5148
3;5159
3;5170
3;5181
3;5192
3;5203
3;5214
3;5225
3;5236
3;5247
3;5258
3;5269
3;5280
3;5291
3;5302
3;5313
3;5324
3;5335
3;5346
3;5357
3;5368
3;5379
3;5390
3;5401
3;5412
3;5423
3;5434
3;5445
3;5456
3;5467
3;5478
3;5489
3;5500
3;5511
3;5522
3;5533
3;5544
3;5555
3;5566
3;5577
3;5588
3;5599
3;5610
3;5621
3;5632
3;5643
3;5654
3;5665
3;5676
3;5687
3;5698
3;5709
3;5720
3;5731
3;5742
3;5753
3;5764
3;5775
3;5786
3;5797
3;5808
3;5819
3;5830
3;5841
3;5852
3;5863
3;5874
3;5885
3;5896
3;5907
3;5918
3;5929
3;5940
3;5951
3;5962
3;5973
3;5984
3;5995
3;6006
3;6017
3;6028
3;6039
3;6050
3;6061
3;6072
3;6083
3;6094
3;6105
3;6116
3;6127
3;6138
3;6149
3;6160
3;6171
3;6182
3;6193
3;6204
3;6215
3;6226
3;6237
3;6248
3;6259
3;6270
3;6281
3;6292
3;6303
3;6314
3;6325
3;6336
3;6347
3;6358
3;6369
3;6380
3;6391
3;6402
3;6413
3;6424
3;6435
3;6446
3;6457
3;6468
3;6479
3;6490
3;6501
3;6512
3;6523
3;6534
3;6545
3;6556
3;6567
3;6578
3;6589
3;6600
3;6611
3;6622
3;6633
3;6644
3;6655
3;6666
3;6677
3;6688
3;6699
3;6710
3;6721
3;6732
3;6743
3;6754
3;6765
3;6776
3;6787
3;6798
3;6809
3;6820
3;6831
3;6842
3;6853
3;6864
3;6875
3;6886
3;6897
3;6908
3;6919
3;6930
3;6941
3;6952
3;6963
3;6974
3;6985
3;6996
3;7007
3;7018
3;7029
3;7040
3;7051
3;7062
3;7073
3;7084
3;7095
3;7106
3;7117
3;7128
3;7139
3;7150
3;7161
3;7172
3;7183
3;7194
3;7205
3;7216
3;7227
3;7238
3;7249
3;7260
3;7271
3;7282
3;7293
3;7304
3;7315
3;7326
3;7337
3;7348
3;7359
3;7370
3;7381
3;7392
3;7403
3;7414
3;7425
3;7436
3;7447
3;7458
3;7469
3;7480
3;7491
3;7502
3;7513
3;7524
3;7535
3;7546
3;7557
3;7568
3;7579
3;7590
3;7601
3;7612
3;7623
3;7634
3;7645
3;7656
3;7667
3;7678
3;7689
3;7700
3;7711
3;7722
3;7733
3;7744
3;7755
3;7766
3;7777
3;7788
3;7799
3;7810
3;7821
3;7832
3;7843
3;7854
3;7865
3;7876
3;7887
3;7898
3;7909
3;7920
3;7931
3;7942
3;7953
3;7964
3;7975
3;7986
3;7997
3;8008
3;8019
3;8030
3;8041
3;8052
3;8063
3;8074
3;8085
3;8096
3;8107
3;8118
3;8129
3;8140
3;8151
3;8162
3;8173
3;8184
3;8195
3;8206
3;8217
3;8228
3;8239
3;8250
3;8261
3;8272
3;8283
3;8294
3;8305
3;8316
3;8327
3;8338
3;8349
3;8360
3;8371
3;8382
3;8393
3;8404
3;8415
3;8426
3;8437
3;8448
3;8459
3;8470
3;8481
3;8492
3;8503
3;8514
3;8525
3;8536
3;8547
3;8558
3;8569
3;8580
3;8591
3;8602
3;8613
3;8624
3;8635
3;8646
3;8657
3;8668
3;8679
3;8690
3;8701
3;8712
3;8723
3;8734
3;8745
3;8756
3;8767
3;8778
3;8789
3;8800
3;8811
3;8822
3;8833
3;8844
3;8855
3;8866
3;8877
3;8888
3;8899
3;8910
3;8921
3;8932
3;8943
3;8954
3;8965
3;8976
3;8987
3;8998
3;9009
3;9020
3;9031
3;9042
3;9053
3;9064
3;9075
3;9086
3;9097
3;9108
3;9119
3;9130
3;9141
3;9152
3;9163
3;9174
3;9185
3;9196
3;9207
3;9218
3;9229
3;9240
3;9251
3;9262
3;9273
3;9284
3;9295
3;9306
3;9317
3;9328
3;9339
3;9350
3;9361
3;9372
3;9383
3;9394
3;9405
3;9416
3;9427
3;9438
3;9449
3;9460
3;9471
3;9482
3;9493
3;9504
3;9515
3;9526
3;9537
3;9548
3;9559
3;9570
3;9581
3;9592
3;9603
3;9614
3;9625
3;9636
3;9647
3;9658
3;9669
3;9680
3;9691
3;9702
3;9713
3;9724
3;9735
3;9746
3;9757
3;9768
3;9779
3;9790
3;9801
3;9812
3;9823
3;9834
3;9845
3;9856
3;9867
3;9878
3;9889
3;9900
3;9911
3;9922
3;9933
3;9944
3;9955
3;9966
3;9977
3;9988
3;9999
3;10010
3;10021
3;10032
3;10043
3;10054
3;10065
3;10076
3;10087
3;10098
3;10109
3;10120
3;10131
3;10142
3;10153
3;10164
3;10175
3;10186
3;10197
3;10208
3;10219
3;10230
3;10241
3;10252
3;10263
3;10274
3;10285
3;10296
3;10307
3;10318
3;10329
3;10340
3;10351
3;10362
3;10373
3;10384
3;10395
3;10406
3;10417
3;10428
3;10439
3;10450
3;10461
3;10472
3;10483
3;10494
3;10505
3;10516
3;10527
3;10538
3;10549
3;10560
3;10571
3;10582
3;10593
3;10604
3;10615
3;10626
3;10637
3;10648
3;10659
3;10670
3;10681
3;10692
3;10703
3;10714
3;10725
3;10736
3;10747
3;10758
3;10769
3;10780
3;10791
3;10802
3;10813
3;10824
3;10835
3;10846
3;10857
3;10868
3;10879
3;10890
3;10901
3;10912
3;10923
3;10934
3;10945
3;10956
3;10967
3;10978
3;10989
3;11000
3;11011
3;11022
3;11033
3;11044
3;11055
3;11066
3;11077
3;11088
3;11099
3;11110
3;11121
3;11132
3;11143
3;11154
3;11165
3;11176
3;11187
3;11198
3;11209
3;11220
3;11231
3;11242
3;11253
3;11264
3;11275
3;11286
3;11297
3;11308
3;11319
3;11330
3;11341
3;11352
3;11363
3;11374
3;11385
3;11396
3;11407
3;11418
3;11429
3;11440
3;11451
3;11462
3;11473
3;11484
3;11495
3;11506
3;11517
3;11528
3;11539
3;11550
3;11561
3;11572
3;11583
3;11594
3;11605
3;11616
3;11627
3;11638
3;11649
3;11660
3;11671
3;11682
3;11693
3;11704
3;11715
3;11726
3;11737
3;11748
3;11759
3;11770
3;11781
3;11792
3;11803
3;11814
3;11825
3;11836
3;11847
3;11858
3;11869
3;11880
3;11891
3;11902
3;11913
3;11924
3;11935
3;11946
3;11957
3;11968
3;11979
3;11990
3;12001
3;12012
3;12023
3;12034
3;12045
3;12056
3;12067
3;12078
3;12089
3;12100
3;12111
3;12122
3;12133
3;12144
3;12155
3;12166
3;12177
3;12188
3;12199
3;12210
3;12221
3;12232
3;12243
3;12254
3;12265
3;12276
3;12287
3;12298
3;12309
3;12320
3;12331
3;12342
3;12353
3;12364
3;12375
3;12386
3;12397
3;12408
3;12419
3;12430
3;12441
3;12452
3;12463
3;12474
3;12485
3;12496
3;12507
3;12518
3;12529
3;12540
3;12551
3;12562
3;12573
3;12584
3;12595
3;12606
3;12617
3;12628
3;12639
3;12650
3;12661
3;12672
3;12683
3;12694
3;12705
3;12716
3;12727
3;12738
3;12749
3;12760
3;12771
3;12782
3;12793
3;12804
3;12815
3;12826
3;12837
3;12848
3;12859
3;12870
3;12881
3;12892
3;12903
3;12914
3;12925
3;12936
3;12947
3;12958
3;12969
3;12980
3;12991
3;13002
3;13013
3;13024
3;13035
3;13046
3;13057
3;13068
3;13079
3;13090
3;13101
3;13112
3;13123
3;13134
3;13145
3;13156
3;13167
3;13178
3;13189
3;13200
3;13211
3;13222
3;13233
3;13244
3;13255
3;13266
3;13277
3;13288
3;13299
3;13310
3;13321
3;13332
3;13343
3;13354
3;13365
3;13376
3;13387
3;13398
3;13409
3;13420
3;13431
3;13442
3;13453
3;13464
3;13475
3;13486
3;13497
3;13508
3;13519
3;13530
3;13541
3;13552
3;13563
3;13574
3;13585
3;13596
3;13607
3;13618
3;13629
3;13640
3;13651
3;13662
3;13673
3;13684
3;13695
3;13706
3;13717
3;13728
3;13739
3;13750
3;13761
3;13772
3;13783
3;13794
3;13805
3;13816
3;13827
3;13838
3;13849
3;13860
3;13871
3;13882
3;13893
3;13904
3;13915
3;13926
3;13937
3;13948
3;13959
3;13970
3;13981
3;13992
3;14003
3;14014
3;14025
3;14036
3;14047
3;14058
3;14069
3;14080
3;14091
3;14102
3;14113
3;14124
3;14135
3;14146
3;14157
3;14168
3;14179
3;14190
3;14201
3;14212
3;14223
3;14234
3;14245
3;14256
3;14267
3;14278
3;14289
3;14300
3;14311
3;14322
3;14333
3;14344
3;14355
3;14366
3;14377
3;14388
3;14399
3;14410
3;14421
3;14432
3;14443
3;14454
3;14465
3;14476
3;14487
3;14498
3;14509
3;14520
3;14531
3;14542
3;14553
3;14564
3;14575
3;14586
3;14597
3;14608
3;14619
3;14630
3;14641
3;14652
3;14663
3;14674
3;14685
3;14696
3;14707
3;14718
3;14729
3;14740
3;14751
3;14762
3;14773
3;14784
3;14795
3;14806
3;14817
3;14828
3;14839
3;14850
3;14861
3;14872
3;14883
3;14894
3;14905
3;14916
3;14927
3;14938
3;14949
3;14960
3;14971
3;14982
3;14993
3;15004
3;15015
3;15026
3;15037
3;15048
3;15059
3;15070
3;15081
3;15092
3;15103
3;15114
3;15125
3;15136
3;15147
3;15158
3;15169
3;15180
3;15191
3;15202
3;15213
3;15224
3;15235
3;15246
3;15257
3;15268
3;15279
3;15290
3;15301
3;15312
3;15323
3;15334
3;15345
3;15356
3;15367
3;15378
3;15389
3;15400
3;15411
3;15422
3;15433
3;15444
3;15455
3;15466
3;15477
3;15488
3;15499
3;15510
3;15521
3;15532
3;15543
3;15554
3;15565
3;15576
3;15587
3;15598
3;15609
3;15620
3;15631
3;15642
3;15653
3;15664
3;15675
3;15686
3;15697
3;15708
3;15719
3;15730
3;15741
3;15752
3;15763
3;15774
3;15785
3;15796
3;15807
3;15818
3;15829
3;15840
3;15851
3;15862
3;15873
3;15884
3;15895
3;15906
3;15917
3;15928
3;15939
3;15950
3;15961
3;15972
3;15983
3;15994
3;16005
3;16016
3;16027
3;16038
3;16049
3;16060
3;16071
3;16082
3;16093
3;16104
3;16115
3;16126
3;16137
3;16148
3;16159
3;16170
3;16181
3;16192
3;16203
3;16214
3;16225
3;16236
3;16247
3;16258
3;16269
3;16280
3;16291
3;16302
3;16313
3;16324
3;16335
3;16346
3;16357
3;16368
3;16379
3;16390
3;16401
3;16412
3;16423
3;16434
3;16445
3;16456
3;16467
3;16478
3;16489
3;16500
3;16511
3;16522
3;16533
3;16544
3;16555
3;16566
3;16577
3;16588
3;16599
3;16610
3;16621
3;16632
3;16643
3;16654
3;16665
3;16676
3;16687
3;16698
3;16709
3;16720
3;16731
3;16742
3;16753
3;16764
3;16775
3;16786
3;16797
3;16808
3;16819
3;16830
3;16841
3;16852
3;16863
3;16874
3;16885
3;16896
3;16907
3;16918
3;16929
3;16940
3;16951
3;16962
3;16973
3;16984
3;16995
3;17006
3;17017
3;17028
3;17039
3;17050
3;17061
3;17072
3;17083
3;17094
3;17105
3;17116
3;17127
3;17138
3;17149
3;17160
3;17171
3;17182
3;17193
3;17204
3;17215
3;17226
3;17237
3;17248
3;17259
3;17270
3;17281
3;17292
3;17303
3;17314
3;17325
3;17336
3;17347
3;17358
3;17369
3;17380
3;17391
3;17402
3;17413
3;17424
3;17435
3;17446
3;17457
3;17468
3;17479
3;17490
3;17501
3;17512
3;17523
3;17534
3;17545
3;17556
3;17567
3;17578
3;17589
3;17600
3;17611
3;17622
3;17633
3;17644
3;17655
3;17666
3;17677
3;17688
3;17699
3;17710
3;17721
3;17732
3;17743
3;17754
3;17765
3;17776
3;17787
3;17798
3;17809
3;17820
3;17831
3;17842
3;17853
3;17864
3;17875
3;17886
3;17897
3;17908
3;17919
3;17930
3;17941
3;17952
3;17963
3;17974
3;17985
3;17996
3;18007
3;18018
3;18029
3;18040
3;18051
3;18062
3;18073
3;18084
3;18095
3;18106
3;18117
3;18128
3;18139
3;18150
3;18161
3;18172
3;18183
3;18194
3;18205
3;18216
3;18227
3;18238
3;18249
3;18260
3;18271
3;18282
3;18293
3;18304
3;18315
3;18326
3;18337
3;18348
3;18359
3;18370
3;18381
3;18392
3;18403
3;18414
3;18425
3;18436
3;18447
3;18458
3;18469
3;18480
3;18491
3;18502
3;18513
3;18524
3;18535
3;18546
3;18557
3;18568
3;18579
3;18590
3;18601
3;18612
3;18623
3;18634
3;18645
3;18656
3;18667
3;18678
3;18689
3;18700
3;18711
3;18722
3;18733
3;18744
3;18755
3;18766
3;18777
3;18788
3;18799
3;18810
3;18821
3;18832
3;18843
3;18854
3;18865
3;18876
3;18887
3;18898
3;18909
3;18920
3;18931
3;18942
3;18953
3;18964
3;18975
3;18986
3;18997
3;19008
3;19019
3;19030
3;19041
3;19052
3;19063
3;19074
3;19085
3;19096
3;19107
3;19118
3;19129
3;19140
3;19151
3;19162
3;19173
3;19184
3;19195
3;19206
3;19217
3;19228
3;19239
3;19250
3;19261
3;19272
3;19283
3;19294
3;19305
3;19316
3;19327
3;19338
3;19349
3;19360
3;19371
3;19382
3;19393
3;19404
3;19415
3;19426
3;19437
3;19448
3;19459
3;19470
3;19481
3;19492
3;19503
3;19514
3;19525
3;19536
3;19547
3;19558
3;19569
3;19580
3;19591
3;19602
3;19613
3;19624
3;19635
3;19646
3;19657
3;19668
3;19679
3;19690
3;19701
3;19712
3;19723
3;19734
3;19745
3;19756
3;19767
3;19778
3;19789
3;19800
3;19811
3;19822
3;19833
3;19844
3;19855
3;19866
3;19877
3;19888
3;19899
3;19910
3;19921
3;19932
3;19943
3;19954
3;19965
3;19976
3;19987
3;19998
3;20009
3;20020
3;20031
3;20042
3;20053
3;20064
3;20075
3;20086
3;20097
3;20108
3;20119
3;20130
3;20141
3;20152
3;20163
3;20174
3;20185
3;20196
3;20207
3;20218
3;20229
3;20240
3;20251
3;20262
3;20273
3;20284
3;20295
3;20306
3;20317
3;20328
3;20339
3;20350
3;20361
3;20372
3;20383
3;20394
3;20405
3;20416
3;20427
3;20438
3;20449
3;20460
3;20471
3;20482
3;20493
3;20504
3;20515
3;20526
3;20537
3;20548
3;20559
3;20570
3;20581
3;20592
3;20603
3;20614
3;20625
3;20636
3;20647
3;20658
3;20669
3;20680
3;20691
3;20702
3;20713
3;20724
3;20735
3;20746
3;20757
3;20768
3;20779
3;20790
3;20801
3;20812
3;20823
3;20834
3;20845
3;20856
3;20867
3;20878
3;20889
3;20900
3;20911
3;20922
3;20933
3;20944
3;20955
3;20966
3;20977
3;20988
3;20999
3;21010
3;21021
3;21032
3;21043
3;21054
3;21065
3;21076
3;21087
3;21098
3;21109
3;21120
3;21131
3;21142
3;21153
3;21164
3;21175
3;21186
3;21197
3;21208
3;21219
3;21230
3;21241
3;21252
3;21263
3;21274
3;21285
3;21296
3;21307
3;21318
3;21329
3;21340
3;21351
3;21362
3;21373
3;21384
3;21395
3;21406
3;21417
3;21428
3;21439
3;21450
3;21461
3;21472
3;21483
3;21494
3;21505
3;21516
3;21527
3;21538
3;21549
3;21560
3;21571
3;21582
3;21593
3;21604
3;21615
3;21626
3;21637
3;21648
3;21659
3;21670
3;21681
3;21692
3;21703
3;21714
3;21725
3;21736
3;21747
3;21758
3;21769
3;21780
3;21791
3;21802
3;21813
3;21824
3;21835
3;21846
3;21857
3;21868
3;21879
3;21890
3;21901
3;21912
3;21923
3;21934
3;21945
3;21956
3;21967
3;21978
3;21989
3;22000
3;22011
3;22022
3;22033
3;22044
3;22055
3;22066
3;22077
3;22088
3;22099
3;22110
3;22121
3;22132
3;22143
3;22154
3;22165
